position	x	n	folded
21953138	18	24	1
21953436	20	25	1
21954294	8	37	1
21958536	1	31	1
21959015	23	38	1
21959590	1	7	1
21961338	2	35	1
21964134	3	11	1
21966833	14	38	1
21970289	20	33	1
21974208	18	36	1
21979230	18	23	1
21983611	19	37	1
21988563	7	34	1
21988622	29	30	1
21988976	5	26	1
21996670	2	36	1
21996848	22	36	1
21997282	16	35	1
21998838	7	40	1
22000026	2	33	1
22001421	3	24	1
22002867	3	18	1
22003793	7	21	1
22006721	10	38	1
22008798	3	29	1
22013561	6	7	1
22020152	1	26	1
22020194	6	23	1
22033944	5	36	1
22038094	4	21	1
22040294	31	32	1
22040465	41	42	1
22041073	22	40	1
22046558	10	13	1
22048664	1	23	1
22052387	33	36	1
22052814	1	42	1
22054427	2	6	1
22055855	1	26	1
22063436	1	37	1
22068259	5	34	1
22072324	1	30	1
22076538	2	39	1
22076638	17	32	1
22076705	33	34	1
22080775	2	37	1
22081011	1	31	1
22088841	14	24	1
22104971	24	26	1
22110418	28	30	1
22131536	25	27	1
22137861	1	11	1
22140348	2	33	1
22141983	3	12	1
22147077	14	32	1
22147764	18	31	1
22148164	11	21	1
22150120	9	34	1
22155723	28	32	1
22158363	8	31	1
22159709	2	36	1
22160111	10	27	1
22160723	11	37	1
22160894	7	16	1
22166196	2	41	1
22168216	26	35	1
22168276	1	30	1
22168310	10	33	1
22169186	2	41	1
22169926	2	26	1
22174426	14	39	1
22174600	26	31	1
22177878	2	40	1
22183739	10	31	1
22184552	12	39	1
22185479	6	37	1
22190933	3	36	1
22197336	4	28	1
22198190	5	39	1
22199821	20	25	1
22200998	1	20	1
22216279	11	37	1
22216574	31	42	1
22224102	6	35	1
22227091	9	36	1
22228836	10	39	1
22232477	6	17	1
22244023	2	26	1
22249589	20	39	1
22251115	25	26	1
22252262	14	30	1
22255754	3	37	1
22262225	10	36	1
22262504	7	25	1
22264586	36	37	1
22265293	9	20	1
22267966	2	33	1
22271839	18	27	1
22273833	9	37	1
22278790	24	37	1
22279191	29	39	1
22279888	30	32	1
22282619	26	38	1
22283991	26	38	1
22284495	3	26	1
22284708	36	37	1
22285357	8	34	1
22290156	4	26	1
22293056	2	31	1
22308704	17	40	1
22321550	2	8	1
22328279	2	21	1
22343298	1	31	1
22345093	15	29	1
22350165	1	7	1
22350541	35	39	1
22350547	5	39	1
22353136	2	13	1
22354110	2	37	1
22354537	13	21	1
22355044	1	18	1
22356905	4	8	1
22357217	29	37	1
22361062	26	40	1
22361845	16	33	1
22368342	20	35	1
22370157	2	37	1
22371711	9	10	1
22373624	4	29	1
22375065	29	38	1
22378462	1	35	1
22390072	26	29	1
22401024	2	35	1
22408527	28	31	1
22415680	36	37	1
22421113	1	23	1
22423543	4	26	1
22424660	1	9	1
22426187	13	17	1
22429552	3	9	1
22430069	2	30	1
22432282	32	37	1
22434705	27	32	1
22435550	18	21	1
22439520	22	30	1
22442025	39	41	1
22443887	8	15	1
22448217	6	29	1
22450487	2	35	1
22451845	29	37	1
22453640	1	17	1
22453842	5	31	1
22454325	5	34	1
22456970	3	37	1
22457611	4	26	1
22463457	1	19	1
22465160	29	31	1
22472732	3	29	1
22473410	3	25	1
22473658	7	10	1
22477493	14	36	1
22480159	4	16	1
22482230	1	29	1
22485467	8	18	1
22485871	8	35	1
22487036	17	25	1
22488940	1	35	1
22490724	10	39	1
22491984	20	41	1
22493672	40	42	1
22493824	2	38	1
22496703	23	27	1
22498103	1	3	1
22498765	3	39	1
22499222	4	37	1
22499255	37	41	1
22499530	27	39	1
22501846	1	31	1
22503667	25	32	1
22506159	24	25	1
22506253	19	30	1
22506851	30	37	1
22509251	34	39	1
22510784	16	18	1
22512847	26	36	1
22514236	26	39	1
22516420	1	39	1
22518187	2	28	1
22523727	22	31	1
22525462	1	15	1
22529868	18	29	1
22531553	15	33	1
22532190	1	14	1
22533106	19	30	1
22533608	28	38	1
22534242	1	33	1
22534333	2	34	1
22535399	2	35	1
22535413	1	35	1
22535811	22	34	1
22536643	14	24	1
22538597	6	20	1
22538901	15	21	1
22539257	8	17	1
22539813	2	27	1
22545138	4	32	1
22547290	13	32	1
22547352	1	34	1
22547679	4	39	1
22547689	17	39	1
22547980	2	26	1
22548342	12	27	1
22549729	23	35	1
22549843	25	31	1
22550357	2	29	1
22551813	18	30	1
22551925	15	32	1
22553478	19	37	1
22554625	16	22	1
22555597	1	31	1
22555993	1	37	1
22556224	1	38	1
22558081	3	32	1
22559930	4	19	1
22563493	1	21	1
22564305	4	33	1
22565371	1	25	1
22565664	2	43	1
22568747	14	33	1
22569226	1	36	1
22573259	1	7	1
22573942	13	20	1
22574426	5	29	1
22577425	21	38	1
22578063	14	29	1
22578436	9	27	1
22579114	11	36	1
22579798	11	39	1
22587878	7	20	1
22588355	17	39	1
22588993	23	43	1
22591456	16	32	1
22593385	12	17	1
22598057	7	41	1
22598534	10	30	1
22600073	7	27	1
22600167	12	23	1
22600822	1	31	1
22601171	1	36	1
22603366	7	27	1
22603552	21	36	1
22603661	9	32	1
22605024	5	35	1
22607557	1	11	1
22612690	10	30	1
22615804	7	22	1
22616583	12	34	1
22616978	15	39	1
22621020	1	37	1
22622513	16	37	1
22622554	10	37	1
22623651	5	39	1
22624557	11	35	1
22624702	1	29	1
22625246	4	31	1
22629057	12	17	1
22629188	7	40	1
22638050	16	33	1
22648411	1	36	1
22652501	20	39	1
22653884	12	34	1
22654254	19	39	1
22658301	2	42	1
22658485	2	7	1
22659375	15	36	1
22665400	11	22	1
22670664	13	38	1
22674370	4	10	1
22675846	11	22	1
22680517	1	22	1
22683030	14	41	1
22683405	21	26	1
22685251	15	25	1
22686493	5	29	1
22687651	6	34	1
22688484	2	40	1
22688589	11	34	1
22689344	2	26	1
22689804	4	40	1
22690417	15	38	1
22690923	11	35	1
22691058	9	30	1
22691597	3	41	1
22691606	3	36	1
22698447	3	37	1
22700351	4	36	1
22702231	5	35	1
22702858	3	30	1
22711378	4	24	1
22713451	18	38	1
22715486	4	38	1
22718261	19	36	1
22718991	6	30	1
22722694	2	39	1
22725825	10	25	1
22726495	12	29	1
22726564	4	26	1
22728116	10	25	1
22731269	7	39	1
22732703	19	28	1
22732749	3	35	1
22733144	12	21	1
22734859	12	22	1
22735906	8	20	1
22741118	1	13	1
22742985	34	39	1
22744686	5	7	1
22746686	30	33	1
22758821	1	33	1
22768784	9	26	1
22774266	6	40	1
22780927	9	33	1
22782602	2	24	1
22797835	8	36	1
22798142	8	34	1
22802072	13	22	1
22807171	5	23	1
22816233	3	11	1
22826672	8	32	1
22835677	10	19	1
22840461	4	21	1
22842041	8	39	1
22854070	1	22	1
22863296	19	27	1
22863993	5	25	1
22872687	2	35	1
22877813	33	35	1
22885644	4	34	1
22891409	7	38	1
22894794	9	29	1
22895071	1	24	1
22899011	8	29	1
22899514	2	32	1
22902523	6	36	1
22902565	3	33	1
22902772	2	36	1
22906247	13	36	1
22911378	11	34	1
22911834	8	26	1
22915081	4	19	1
22915753	10	35	1
22915858	1	27	1
22916864	10	35	1
22919904	4	33	1
22922026	10	36	1
22923689	1	37	1
22925613	7	28	1
22933053	3	27	1
22936072	7	25	1
22937094	13	37	1
22937818	1	33	1
22944024	10	39	1
22944209	3	37	1
22952386	4	31	1
22959098	5	39	1
22964958	10	42	1
22968815	13	36	1
22971446	10	30	1
22971892	5	17	1
22972901	2	9	1
22974928	13	39	1
22976240	16	35	1
22978646	4	19	1
22979987	8	23	1
22981876	10	38	1
22986403	1	21	1
22991512	9	26	1
22991921	9	37	1
22996571	17	33	1
22997379	1	32	1
23007175	14	32	1
23011971	21	32	1
23016006	25	31	1
23016103	6	39	1
23019544	9	13	1
23026489	15	41	1
23033257	25	32	1
23039909	3	36	1
23042471	6	37	1
23044828	14	31	1
23045943	11	42	1
23046663	1	35	1
23050352	9	25	1
23051671	1	22	1
23055360	9	30	1
23057190	6	17	1
23061551	4	37	1
23061992	10	33	1
23062908	7	35	1
23067044	17	41	1
23068210	4	37	1
23069649	6	40	1
23072420	7	37	1
23078364	1	32	1
23086096	2	33	1
23086883	2	29	1
23087244	28	34	1
23092935	7	32	1
23094421	11	40	1
23094454	13	42	1
23096818	5	39	1
23098982	1	39	1
23099818	13	36	1
23101688	23	27	1
23104384	2	30	1
23106213	34	40	1
23108366	6	7	1
23109291	18	21	1
23116049	5	41	1
23118173	2	17	1
23120216	1	32	1
23121539	2	19	1
23121656	5	41	1
23123589	23	34	1
23127876	23	31	1
23132591	4	42	1
23134898	37	38	1
23137761	23	33	1
23138844	14	22	1
23138908	1	26	1
23140700	13	19	1
23141960	28	37	1
23142496	1	35	1
23143647	3	29	1
23144006	3	32	1
23145239	9	34	1
23145603	24	31	1
23147541	7	37	1
23155231	4	6	1
23156102	10	38	1
23156127	5	40	1
23156289	20	39	1
23158122	21	45	1
23164095	4	37	1
23164184	8	42	1
23166653	7	26	1
23168059	4	42	1
23169257	7	24	1
23169503	15	18	1
23169528	9	31	1
23171634	4	37	1
23171706	13	32	1
23171981	5	31	1
23174591	5	24	1
23175994	30	41	1
23182684	10	37	1
23183130	10	29	1
23184206	17	37	1
23189059	2	35	1
23189123	4	37	1
23198619	36	38	1
23198870	2	33	1
23206684	3	37	1
23208925	3	27	1
23209278	9	30	1
23209450	1	35	1
23215180	13	36	1
23216039	13	37	1
23219187	5	17	1
23227166	8	18	1
23233600	19	35	1
23247395	12	26	1
23259167	2	37	1
23263234	20	34	1
23267090	10	23	1
23274948	25	32	1
23283076	20	37	1
23283918	8	16	1
23285856	24	34	1
23286224	14	31	1
23288580	5	30	1
23289278	10	26	1
23289397	6	15	1
23291090	18	22	1
23291582	17	36	1
23294671	9	12	1
23294839	5	15	1
23300723	12	25	1
23301943	20	29	1
23302056	21	34	1
23312025	23	38	1
23345051	23	31	1
23365184	17	25	1
23371608	11	16	1
23375108	5	7	1
23405794	18	24	1
23405872	11	35	1
23407081	12	28	1
23413027	22	31	1
23413458	19	30	1
23418153	23	38	1
23419261	10	20	1
23419383	6	8	1
23429122	6	8	1
23431777	22	32	1
23435669	11	37	1
23449183	2	4	1
23466585	10	29	1
23471096	8	40	1
23471765	3	10	1
23477511	1	33	1
23485934	13	24	1
23491591	4	11	1
23493246	17	26	1
23503176	11	32	1
23505894	7	28	1
23507172	6	34	1
23513980	8	36	1
23514714	16	36	1
23515216	15	35	1
23523689	6	34	1
23532995	20	39	1
23533552	8	36	1
23537555	22	36	1
23539010	4	24	1
23540428	13	40	1
23540469	15	38	1
23541108	18	37	1
23541286	11	33	1
23542092	28	35	1
23547194	12	29	1
23548871	25	35	1
23551359	7	13	1
23551623	23	33	1
23553881	8	16	1
23565427	8	39	1
23565599	3	20	1
23566663	7	20	1
23590651	23	32	1
23604370	9	24	1
23618706	1	4	1
23631625	1	6	1
23641367	5	18	1
23643466	11	36	1
23664511	12	34	1
23669770	5	34	1
23686246	18	34	1
23686798	2	7	1
23688933	9	30	1
23693422	8	29	1
23696152	14	33	1
23697617	11	32	1
23700811	1	41	1
23701312	12	35	1
23708919	13	23	1
23708964	12	25	1
23710177	17	31	1
23710475	1	16	1
23710805	20	35	1
23711376	8	19	1
23714345	15	27	1
23714665	13	31	1
23720185	4	16	1
23724183	9	23	1
23728914	2	33	1
23729339	3	16	1
23731819	17	31	1
23732762	7	14	1
23734350	11	16	1
23735241	10	29	1
23745228	2	29	1
23746625	1	28	1
23747425	26	40	1
23747580	1	29	1
23747766	10	19	1
23748784	7	30	1
23751140	2	6	1
23756155	17	33	1
23756695	14	33	1
23758134	10	26	1
23760408	12	16	1
23765472	20	35	1
23766233	2	6	1
23769359	20	40	1
23775296	5	12	1
23777674	1	35	1
23778362	8	30	1
23786203	9	34	1
23794914	5	15	1
23796004	8	31	1
23834486	6	42	1
23836364	6	28	1
23839769	9	36	1
23847464	6	29	1
23848042	4	26	1
23849346	3	17	1
23853017	8	40	1
23859521	4	32	1
23860033	1	38	1
23862653	2	7	1
23880208	10	36	1
23884780	8	39	1
23885498	32	33	1
23887880	14	22	1
23890737	23	38	1
23891416	25	39	1
23900050	5	12	1
23900543	22	36	1
23902416	22	37	1
23904345	15	29	1
23907099	7	21	1
23926256	6	22	1
23927112	12	35	1
23930398	14	35	1
23937039	33	38	1
23937261	10	13	1
23937567	31	38	1
23939012	23	29	1
23941052	2	23	1
23942802	6	29	1
23943905	15	30	1
23944851	17	34	1
23950147	18	19	1
23950177	14	32	1
23951114	34	35	1
23958948	12	19	1
23964809	15	38	1
23965517	3	17	1
23965704	8	36	1
23966837	10	34	1
23970650	13	37	1
23972740	3	39	1
23973285	24	32	1
23973447	3	32	1
23982207	1	13	1
23985309	22	42	1
23988361	4	17	1
23991742	2	11	1
23994201	22	38	1
23997640	15	34	1
23998136	26	30	1
24004202	8	41	1
24004331	1	22	1
24004513	32	40	1
24009544	2	5	1
24012945	2	16	1
24022437	18	38	1
24023132	4	30	1
24025181	21	35	1
24038231	1	39	1
24039173	1	37	1
24040266	5	20	1
24045820	8	19	1
24049595	14	39	1
24051124	15	38	1
24055718	15	37	1
24062987	12	37	1
24083649	2	18	1
24088128	2	34	1
24100223	6	21	1
24102080	25	41	1
24114129	11	38	1
24128467	19	23	1
24129126	22	39	1
24136545	12	36	1
24148365	14	28	1
24168019	15	32	1
24192453	2	25	1
24193826	1	31	1
24196401	18	40	1
24200606	13	40	1
24200983	4	12	1
24201448	6	13	1
24201643	5	16	1
24201920	10	40	1
24214550	33	37	1
24214868	24	26	1
24215574	29	34	1
24215662	25	27	1
24216393	23	24	1
24218276	27	31	1
24218735	28	30	1
24219582	1	2	1
24222735	37	41	1
24245878	3	37	1
24377326	3	41	1
24377944	5	22	1
24379553	33	41	1
24379601	32	36	1
24382154	4	14	1
24385157	2	27	1
24385997	7	31	1
24386125	3	22	1
24386367	4	34	1
24386534	4	31	1
24389213	33	36	1
24392600	2	27	1
24392671	5	32	1
24393282	18	37	1
24395575	1	18	1
24396685	10	16	1
24399935	9	17	1
24404988	15	23	1
24405166	9	17	1
24406647	17	36	1
24408765	12	21	1
24409165	3	42	1
24409191	19	37	1
24411988	4	29	1
24412447	24	35	1
24412717	16	28	1
24413159	6	12	1
24413717	19	36	1
24414077	29	38	1
24415047	23	32	1
24415126	22	32	1
24415723	20	36	1
24416133	1	39	1
24417415	8	32	1
24417868	21	31	1
24418768	17	26	1
24421334	11	22	1
24421474	11	18	1
24422626	3	39	1
24424241	9	30	1
24427890	5	17	1
24428417	7	30	1
24431956	13	27	1
24433006	2	37	1
24433012	2	38	1
24436713	14	37	1
24437063	3	31	1
24442907	18	37	1
24446128	11	29	1
24447116	13	25	1
24447214	14	26	1
24450933	1	33	1
24452399	4	12	1
24453078	10	29	1
24454688	1	33	1
24461056	6	33	1
24461295	1	22	1
24463417	4	34	1
24463563	2	23	1
24465113	17	32	1
24466259	21	41	1
24469814	26	33	1
24472083	2	33	1
24476370	17	20	1
24476886	12	34	1
24477457	27	38	1
24479274	24	37	1
24479281	2	37	1
24480905	12	24	1
24482004	1	35	1
24482474	10	31	1
24486660	10	19	1
24488450	8	41	1
24490356	8	16	1
24491058	29	36	1
24491888	5	28	1
24496662	9	19	1
24498911	1	10	1
24504496	3	14	1
24507774	12	35	1
24507855	14	35	1
24508710	1	2	1
24511583	2	12	1
24512055	25	30	1
24516880	8	39	1
24518643	28	30	1
24519920	18	23	1
24525794	20	22	1
24525996	10	28	1
24526135	14	31	1
24527095	6	21	1
24530056	14	32	1
24531634	35	40	1
24532067	27	34	1
24532144	11	30	1
24532985	31	37	1
24535011	24	34	1
24552835	6	37	1
24556756	6	36	1
24558060	3	25	1
24567348	4	7	1
24567435	8	22	1
24568090	10	35	1
24568804	18	28	1
24572080	30	32	1
24572806	26	36	1
24579435	14	36	1
24580993	10	17	1
24581493	24	40	1
24582304	11	33	1
24583452	11	24	1
24584490	2	33	1
24588518	13	39	1
24590691	2	18	1
24591408	1	35	1
24593908	5	16	1
24604438	17	24	1
24610975	40	41	1
24615552	10	34	1
24616294	7	23	1
24617989	12	28	1
24618605	10	22	1
24618879	12	27	1
24620541	7	34	1
24620617	11	36	1
24620801	26	39	1
24624870	10	39	1
24627851	12	33	1
24633812	11	23	1
24635170	20	35	1
24637571	15	26	1
24641759	19	27	1
24645356	24	30	1
24656158	26	37	1
24666934	6	27	1
24667300	5	26	1
24667423	8	30	1
24668842	5	40	1
24670264	2	18	1
24675461	6	30	1
24678272	4	15	1
24680665	3	17	1
24682201	8	38	1
24684116	7	25	1
24686546	2	36	1
24687871	1	37	1
24688106	1	34	1
24691289	6	30	1
24703021	6	25	1
24705567	13	34	1
24705688	6	34	1
24706410	15	36	1
24708304	11	29	1
24708740	9	22	1
24710405	4	25	1
24712722	2	4	1
24713655	8	41	1
24714396	6	26	1
24715828	17	31	1
24718075	5	24	1
24719691	8	38	1
24720003	11	18	1
24720346	18	31	1
24725076	6	12	1
24727235	3	37	1
24727678	4	19	1
24738491	6	30	1
24739773	4	21	1
24742112	6	14	1
24743603	6	15	1
24745112	28	33	1
24749079	9	34	1
24749327	22	28	1
24749706	1	28	1
24751197	25	31	1
24752573	19	29	1
24755281	13	31	1
24755438	11	29	1
24759429	18	36	1
24759685	10	33	1
24764915	4	32	1
24770594	9	15	1
24778811	5	26	1
24780356	8	43	1
24781247	13	37	1
24784139	6	40	1
24784197	15	39	1
24785393	8	33	1
24796838	2	34	1
24798383	13	33	1
24804018	13	37	1
24806560	10	34	1
24813155	17	31	1
24818499	1	4	1
24822500	1	29	1
24826104	19	34	1
24827829	1	22	1
24833936	22	32	1
24857086	8	25	1
24861704	18	34	1
24862643	17	29	1
24867781	8	13	1
24871730	2	7	1
24874674	2	19	1
24875490	16	30	1
24876383	11	39	1
24877458	12	34	1
24878789	14	39	1
24880589	3	27	1
24881126	5	40	1
24884460	2	33	1
24886818	4	38	1
24887920	7	8	1
24891340	5	30	1
24894997	20	30	1
24899348	3	36	1
24900952	14	19	1
24901121	26	35	1
24901844	20	31	1
24902043	26	38	1
24907415	21	24	1
24908535	23	39	1
24908959	18	30	1
24912710	2	41	1
24912884	19	32	1
24922056	7	37	1
24922129	24	29	1
24927625	26	32	1
24929676	15	22	1
24932942	22	36	1
24947289	1	38	1
24952693	23	33	1
24954966	8	13	1
24955492	33	39	1
24986877	5	6	1
25015418	35	36	1
25015514	19	26	1
25017985	2	18	1
25021037	18	20	1
25022055	1	41	1
25022871	31	39	1
25029488	12	16	1
25040597	33	39	1
25043780	25	32	1
25044111	1	14	1
25044526	22	26	1
25047459	2	36	1
25051153	29	37	1
25070230	21	22	1
25073020	29	34	1
25080522	3	22	1
25135004	1	12	1
25136713	9	10	1
25180321	33	35	1
25184292	1	40	1
25185197	1	4	1
25186069	5	21	1
25186716	7	18	1
25187878	20	34	1
25187952	25	41	1
25188064	6	38	1
25188127	7	40	1
25189302	25	38	1
25189377	23	34	1
25193155	26	40	1
25193659	1	34	1
25193927	6	25	1
25194299	4	32	1
25194700	16	21	1
25196370	5	40	1
25197155	14	17	1
25197586	11	15	1
25199722	3	39	1
25200813	2	25	1
25207629	13	22	1
25208160	3	23	1
25210815	12	19	1
25213379	4	33	1
25215989	1	33	1
25216494	1	39	1
25222379	5	15	1
25224010	7	38	1
25224321	6	38	1
25224412	2	6	1
25234781	8	38	1
25236934	33	37	1
25239289	1	39	1
25241056	6	32	1
25243767	5	24	1
25251706	23	31	1
25254317	14	25	1
25270344	5	32	1
25270572	8	30	1
25273200	7	25	1
25277982	9	36	1
25278451	2	11	1
25279180	12	37	1
25281015	2	33	1
25282961	12	32	1
25283592	14	27	1
25284678	12	37	1
25286151	11	31	1
25289427	1	9	1
25294345	5	8	1
25294878	6	16	1
25295580	8	33	1
25296743	11	37	1
25297184	11	34	1
25298408	1	16	1
25299473	13	38	1
25300541	7	35	1
25301869	12	41	1
25302014	1	35	1
25303576	2	7	1
25305114	8	35	1
25305607	6	19	1
25305673	11	25	1
25306562	14	33	1
25308276	14	26	1
25308531	1	10	1
25309822	10	37	1
25312028	8	37	1
25312962	6	21	1
25314118	3	24	1
25314894	10	38	1
25317684	7	31	1
25319751	11	40	1
25321218	1	37	1
25321597	8	39	1
25322176	5	23	1
25322777	32	38	1
25323047	23	27	1
25325758	5	32	1
25325837	23	38	1
25329752	9	36	1
25329778	27	34	1
25331411	27	32	1
25331468	21	23	1
25331585	11	40	1
25333062	3	34	1
25333121	7	37	1
25333264	1	29	1
25333899	10	30	1
25337896	8	37	1
25337938	7	37	1
25338799	7	30	1
25339779	5	27	1
25344155	9	35	1
25348657	4	40	1
25350497	4	35	1
25351581	21	39	1
25351835	1	37	1
25351850	4	39	1
25353192	24	36	1
25353703	2	35	1
25355930	2	35	1
25358211	24	34	1
25359929	27	38	1
25363338	8	9	1
25363523	5	36	1
25363656	26	33	1
25364652	11	38	1
25366987	8	38	1
25373716	4	38	1
25374180	3	34	1
25375468	3	9	1
25375561	16	24	1
25376097	2	17	1
25377166	32	36	1
25378668	22	34	1
25380023	14	30	1
25381063	27	36	1
25382556	3	34	1
25382618	15	23	1
25384533	31	35	1
25390827	7	38	1
25391604	3	40	1
25391629	6	38	1
25392127	1	5	1
25392364	1	34	1
25393816	30	34	1
25394753	11	36	1
25395133	5	36	1
25395209	8	32	1
25395879	7	36	1
25396833	8	34	1
25396898	2	41	1
25396905	4	39	1
25397349	11	39	1
25397967	8	38	1
25398075	16	32	1
25398139	9	38	1
25399089	8	32	1
25400675	2	31	1
25401726	9	21	1
25401850	12	21	1
25402624	1	39	1
25403885	4	18	1
25406674	7	21	1
25407943	15	36	1
25408433	12	29	1
25409607	13	41	1
25418010	4	13	1
25418291	10	27	1
25419442	16	34	1
25421990	8	18	1
25423335	11	39	1
25423558	10	27	1
25427217	15	38	1
25429473	20	40	1
25431725	10	35	1
25433879	11	33	1
25434242	13	33	1
25458415	1	37	1
25459432	10	30	1
25461078	13	37	1
25462079	10	26	1
25464820	5	27	1
25465981	10	30	1
25466693	8	29	1
25466947	15	32	1
25467161	3	39	1
25469913	2	21	1
25472465	1	24	1
25486203	12	34	1
25486299	12	28	1
25494095	10	19	1
25495966	21	38	1
25499030	5	17	1
25508191	4	40	1
25519623	4	23	1
25525711	3	28	1
25525881	3	22	1
25527944	2	36	1
25529038	35	37	1
25541931	35	38	1
25570081	5	33	1
25695835	4	36	1
25758655	15	18	1
25768937	23	29	1
25858083	2	34	1
25859300	5	37	1
25876463	1	39	1
25879656	1	20	1
25884497	8	28	1
25885528	4	33	1
25887525	2	20	1
25889632	4	22	1
25890835	30	34	1
25891174	26	35	1
25892298	24	30	1
25892525	19	25	1
25892880	23	25	1
25894853	34	39	1
25895406	24	32	1
25899165	30	39	1
25900215	3	40	1
25900240	2	42	1
25902264	29	30	1
25904782	17	19	1
25904788	28	29	1
25949775	10	36	1
25951919	1	34	1
25965178	2	21	1
25978927	7	33	1
25981789	5	39	1
25992944	7	42	1
26020784	2	34	1
26040514	2	23	1
26057309	1	30	1
26062656	1	34	1
26065286	1	36	1
26069415	4	37	1
26074963	2	35	1
26075377	25	40	1
26080217	1	15	1
26082330	23	36	1
26087744	2	3	1
26090072	19	25	1
26097731	14	24	1
26098107	12	18	1
26098350	1	15	1
26104973	4	31	1
26106232	5	12	1
26110065	25	39	1
26110143	13	26	1
26116076	22	35	1
26120317	14	27	1
26120869	4	26	1
26121077	22	39	1
26122097	14	24	1
26127425	24	41	1
26131188	14	22	1
26139444	10	23	1
26144674	1	31	1
26155201	26	40	1
26168781	21	22	1
26171550	3	21	1
26172111	4	30	1
26186130	1	9	1
26188625	24	32	1
26202426	8	12	1
26207244	29	41	1
26209685	2	4	1
26210791	19	27	1
26213991	27	37	1
26218084	28	37	1
26219848	12	16	1
26224633	9	22	1
26239278	28	39	1
26250059	28	29	1
26255731	1	38	1
26258915	4	23	1
26260728	7	9	1
26266697	28	36	1
26274156	14	23	1
26274343	18	24	1
26275548	17	21	1
26276335	31	38	1
26279095	14	22	1
26283834	33	34	1
26283961	3	21	1
26286840	3	22	1
26295770	15	22	1
26297909	21	38	1
26309193	21	31	1
26310213	20	32	1
26310836	20	27	1
26314564	31	41	1
26314625	4	38	1
26317383	6	35	1
26324108	15	21	1
26327751	25	32	1
26329063	21	28	1
26330924	6	34	1
26335929	1	6	1
26343112	28	35	1
26344477	28	35	1
26349967	24	36	1
26351382	3	16	1
26357656	32	37	1
26364371	29	37	1
26365374	17	24	1
26374426	34	35	1
26375012	19	23	1
26376631	26	31	1
26377880	26	35	1
26380805	21	24	1
26384690	5	28	1
26385003	6	40	1
26386297	31	39	1
26390328	1	30	1
26399230	30	31	1
26402023	1	38	1
26403098	2	38	1
26411918	1	37	1
26428864	1	39	1
26436231	1	19	1
26445504	2	37	1
26447739	10	11	1
26448447	1	34	1
26471743	30	31	1
26474439	6	20	1
26475521	2	32	1
26481589	5	38	1
26482556	16	39	1
26483381	14	32	1
26484721	21	38	1
26486092	23	36	1
26491355	20	29	1
26493240	20	34	1
26495550	5	32	1
26496370	4	18	1
26505265	4	40	1
26506753	2	37	1
26507853	2	38	1
26511139	1	14	1
26516845	7	36	1
26517667	6	30	1
26519964	30	31	1
26520292	9	23	1
26521140	1	39	1
26526217	8	23	1
26526439	3	31	1
26526554	8	30	1
26527163	16	27	1
26527255	6	23	1
26531256	4	14	1
26537193	26	34	1
26542814	35	37	1
26549748	4	36	1
26549989	1	19	1
26562031	22	26	1
26566685	31	32	1
26568542	16	24	1
26576032	22	25	1
26580790	1	27	1
26582091	14	38	1
26583998	30	34	1
26593199	1	26	1
26593503	6	23	1
26596614	1	26	1
26596709	6	12	1
26597435	35	38	1
26597673	14	32	1
26599489	5	37	1
26600793	25	30	1
26601570	2	37	1
26602251	17	20	1
26609307	26	27	1
26618466	28	31	1
26619649	1	28	1
26622889	29	36	1
26622911	4	37	1
26627478	32	37	1
26632781	27	33	1
26634900	31	33	1
26643860	35	41	1
26648034	31	34	1
26648328	2	37	1
26650550	14	40	1
26655614	5	34	1
26656991	2	20	1
26657561	17	26	1
26658391	16	33	1
26663362	2	7	1
26665478	1	38	1
26666502	6	21	1
26671084	12	25	1
26673220	14	35	1
26673466	19	40	1
26676257	1	4	1
26679041	3	39	1
26679968	32	38	1
26681306	16	37	1
26682034	3	31	1
26683359	10	22	1
26683474	10	39	1
26683770	6	15	1
26684141	3	36	1
26687288	13	16	1
26689220	4	32	1
26689659	12	30	1
26690745	21	26	1
26690864	27	34	1
26691174	14	26	1
26692050	5	15	1
26694245	14	40	1
26695295	13	37	1
26696626	14	30	1
26698747	1	32	1
26700048	1	39	1
26707386	1	39	1
26709504	16	40	1
26710499	1	2	1
